DLGFile,TotalLines,SpeakerCount,TopSpeakers,StrRefMin,StrRefMax,HasLegacyLines
PLFARM01.DLG,3,1,Plfarm01 (3),37592,37661,No
POGHM3.DLG,3,3,Baerie (1); Garren (1); Banomen (1),3342,9110,No
PPDRA2.DLG,3,1,Ppdra2 (3),45105,45126,No
PPDUELC.DLG,3,1,Ppduelc (3),46071,46107,No
PRIILM.DLG,3,2,Noble1 (2); Jaheirap (1),15407,15412,No
PRIOBG.DLG,3,2,Jaheirap (2); Priobg (1),15401,15403,No
PRIS01.DLG,3,1,Pris01 (3),29787,29789,No
PRIS02.DLG,3,1,Pris02 (3),29790,29792,No
PRISONG1.DLG,3,1,Prisong1 (3),29750,29753,No
PROST6.DLG,3,2,Prost6 (2); Bjan (1),8284,9100,No
READ2.DLG,3,3,Baerie (1); Read2 (1); Bjan (1),3348,9097,No
REPMAN.DLG,3,1,Idryad3 (3),11029,11031,No
REPTHF1.DLG,3,1,Repthf1 (3),27133,27144,No
REPTHF.DLG,3,1,Repthf1 (3),27133,27144,No
RETI.DLG,3,1,Reti (3),26628,37845,No
REVEN2.DLG,3,2,Reven2 (2); Keldorn (1),8702,8704,No
RIGEN02.DLG,3,1,Rigen02 (3),38488,38490,No
SAHGRD03.DLG,3,1,Sahgrd03 (3),49917,49919,No
SAHPR5.DLG,3,1,Sahpr5 (3),62050,62052,No
SAHRGR01.DLG,3,1,Sahrgr01 (3),46753,46755,No
SAHRGR02.DLG,3,1,Sahrgr02 (3),46756,46758,No
SAILAL.DLG,3,1,Sailal (3),19639,19641,No
SARBOY01.DLG,3,1,Sarboy01 (3),64275,64277,No
SARELF02.DLG,3,1,Sarelf02 (3),71428,73370,No
SARELF03.DLG,3,1,Sarelf03 (3),71429,73371,No
SARELF04.DLG,3,1,Sarelf04 (3),71430,73372,No
SARGRL01.DLG,3,1,Sargrl01 (3),64278,64280,No
SENMONK.DLG,3,1,Senmonk (3),67442,67446,No
SEVPAT05.DLG,3,1,Sevpat05 (3),47444,47482,No
SILVGU.DLG,3,3,Jaheira (1); Edwin (1); Keldorn (1),1518,9082,No
SLAVE2.DLG,3,3,Slave2 (1); Garren (1); Cerndj (1),4415,9080,No
SLAVE5.DLG,3,3,Aran (1); Garren (1); Keldorn (1),4425,9077,No
SLAVE.DLG,3,2,Slave (2); Bjaheir (1),4411,9081,No
SORCED.DLG,3,3,Cedruid1 (1); Bminsc (1); Byoshim (1),9274,9276,No
STHIEF.DLG,3,3,Bkorgan (1); Anomen (1); Bjan (1),3066,9091,No
STOLEN2.DLG,3,1,Stolen2 (3),58589,58591,No
STOLEN.DLG,3,1,Stolen (3),58585,58587,No
STONEC.DLG,3,3,Bhghoul3 (1); Bhghoul4 (1); Bminsc (1),23290,23323,No
STONED.DLG,3,2,Spech3 (2); Bminsc (1),23288,23322,No
STONEDW.DLG,3,3,Spech1 (1); Pace (1); Bmazzy (1),23289,23321,No
SURAAM.DLG,3,1,Suraam (3),57750,57772,No
SURAYAH.DLG,3,1,Surayah (3),25514,25541,No
SWSFOLL3.DLG,3,1,Swsfoll3 (3),27288,27328,No
SWSFOLL5.DLG,3,1,Swsfoll5 (3),27296,27320,No
TBJAHEIR.DLG,3,1,Tbjaheir (3),39336,39339,No
TBSER1.DLG,3,1,Tbser1 (3),39199,99858,No
TDR10A.DLG,3,1,Tdr10A (3),49040,49210,No
TRFUED10.DLG,3,1,Trfued10 (3),45217,45222,No
TTJAHEIR.DLG,3,1,Tbjaheir (3),39336,39339,No
TTSER1.DLG,3,2,Tbser1 (2); Ttser1 (1),39196,39200,No
UDDROW11.DLG,3,1,Uddrow11 (3),52792,52819,No
UDDROW13.DLG,3,1,Uddrow13 (3),52795,52824,No
UDDROW36.DLG,3,1,Uddrow36 (3),52913,52915,No
UDILSLA1.DLG,3,1,Udilsla1 (3),57507,57509,No
UDPHAE02.DLG,3,1,Udphae02 (3),50944,50946,No
UDSOLA02.DLG,3,1,Udsola02 (3),50941,50943,No
UDSVIR06.DLG,3,1,Udsvir06 (3),50800,50802,No
VICTOWN2.DLG,3,1,Victown2 (3),29406,29459,No
VICTOWN3.DLG,3,1,Victown3 (3),29412,29460,No
VVSALIA.DLG,3,1,Vvsalia (3),41118,41183,No
VVSHAD1.DLG,3,1,Vvshad1 (3),41077,41097,No
VVSTAND2.DLG,3,1,Vvstand2 (3),43100,43106,No
VVSTAND3.DLG,3,1,Vvstand3 (3),43101,43107,No
WAITER.DLG,3,3,Anomen (1); Drowwa (1); Ceglut (1),8383,9038,No
WHITKD.DLG,3,2,Keldorn (2); Whitkd (1),9280,9282,No
WWENCH.DLG,3,1,Wwench (3),28787,28792,No
YSCARA01.DLG,3,1,Yscara01 (3),73949,73951,No
ZAVIERA.DLG,3,1,Zaviera (3),25136,25138,No
AJANTJ.DLG,2,1,Ajantj (2),16621,16623,No
AMMERC07.DLG,2,1,Ammerc07 (2),71673,71674,No
AMMGRD02.DLG,2,1,Ammgrd02 (2),71668,71669,No
AMMONK03.DLG,2,1,Ammonk03 (2),67253,67256,No
AMSLEEP.DLG,2,1,Amsleep (2),10165,10166,No
APPAR.DLG,2,1,Appar (2),23177,23187,No
ARNMAN10.DLG,2,1,Arnman10 (2),39146,39149,No
ARNMAN11.DLG,2,1,Arnman11 (2),39144,39147,No
ARNWAR07.DLG,2,1,Arnwar07 (2),39226,39229,No
BDTURM01.DLG,2,1,Bdturm01 (2),41594,41595,No
BHAAL01.DLG,2,1,Bhaal01 (2),67580,67583,No
BHEYE.DLG,2,1,Bheye (2),31206,61234,No
BHGHOUL2.DLG,2,1,Bhghoul2 (2),23283,23285,No
BODYG2.DLG,2,1,Bodyg2 (2),29711,29712,No
BOY3.DLG,2,1,Boy3 (2),17687,17688,No
BRAN.DLG,2,1,Bran (2),1679,1681,No
BRANWJ.DLG,2,1,Branwj (2),16632,16633,No
BREGG.DLG,2,1,Bregg (2),29841,29852,No
C6CLER1.DLG,2,1,C6Cler1 (2),53493,53534,No
C6CLER2.DLG,2,1,C6Cler2 (2),53494,53535,No
C6CLER3.DLG,2,1,C6Cler3 (2),53495,53537,No
CEFGT03.DLG,2,1,Cefgt03 (2),46954,46955,No
CEFGT04.DLG,2,1,Cefgt04 (2),46952,46953,No
CHESS.DLG,2,1,Chess (2),23074,23075,No
CSGAYL.DLG,2,1,Csgayl (2),16789,16794,No
CSHECK2.DLG,2,1,Csheck2 (2),10617,20829,No
CUSTOM.DLG,2,1,Custom (2),16759,39173,No
CUTSAR.DLG,2,2,Bcernd (1); Cutsar (1),13822,13823,No
DADROW14.DLG,2,1,Dadrow14 (2),56811,56812,No
DAERRAGH.DLG,2,1,Daerragh (2),10965,11874,No
DASLAVE5.DLG,2,1,Daslave5 (2),56896,56897,No
DDGUARD1.DLG,2,1,Ddguard1 (2),40967,40990,No
DDGUARD2.DLG,2,1,Ddguard2 (2),40991,40992,No
DDGUARD3.DLG,2,1,Ddguard3 (2),40993,41006,No
DDGUARD5.DLG,2,1,Ddguard5 (2),41004,60930,No
DDGUARD6.DLG,2,1,Ddguard6 (2),41005,60931,No
DEAN.DLG,2,1,Dean (2),20719,20720,No
DEL.DLG,2,1,Del (2),4407,4408,No
DGDRU01.DLG,2,1,Dgdru01 (2),49597,49598,No
DRSHNL01.DLG,2,1,Drshnl01 (2),49052,49053,No
ELDERS.DLG,2,1,Ajanti (2),443,444,No
FALDOJ.DLG,2,1,Escort2 (2),16692,16693,No
FFCROWD1.DLG,2,1,Ffcrowd1 (2),29902,29922,No
FFCROWD3.DLG,2,1,Ffcrowd3 (2),29907,29921,No
FFUSHER1.DLG,2,1,Ffusher1 (2),29896,29897,No
FFUSHER2.DLG,2,1,Ffusher2 (2),29879,29895,No
FIRAMB02.DLG,2,1,Firamb02 (2),49390,49396,No
FIRAMB03.DLG,2,1,Firamb03 (2),49391,49397,No
FIRORC01.DLG,2,1,Firorc01 (2),37357,37359,No
FIRWLF02.DLG,2,1,Firwlf02 (2),33562,33563,No
FSDRAGON.DLG,2,1,Fsdragon (2),73654,73655,No
FUCKYU.DLG,2,2,Baronp (1); Fuckyu (1),1475,1476,No
GARRIJ.DLG,2,1,Escort2 (2),16697,16698,No
GLART.DLG,2,2,Glart (1); Bjaheir (1),19961,20610,No
GPHIL03.DLG,2,1,Gphil03 (2),29557,29559,No
GRSKEL1.DLG,2,1,Grskel1 (2),27040,27041,No
HGSKL01.DLG,2,1,Hgskl01 (2),66050,66051,No
HOBGOD.DLG,2,1,Hobgod (2),3372,3374,No
IRETHF03.DLG,2,1,Irethf03 (2),52381,52389,No
JANGIT01.DLG,2,1,Jangit01 (2),34464,34466,No
JUGJUG01.DLG,2,1,Jugjug01 (2),33781,33783,No
KALWRK01.DLG,2,1,Kalwrk01 (2),50174,50177,No
KARP.DLG,2,1,Karp (2),19479,19483,No
KORCRAZY.DLG,2,1,Korcrazy (2),30599,30604,No
KPGATE01.DLG,2,1,Kpgate01 (2),40688,40689,No
KPROEN04.DLG,2,1,Kproen04 (2),40668,40669,No
KPROEN05.DLG,2,1,Kproen05 (2),40670,40671,No
KPSERV01.DLG,2,1,Kpserv01 (2),49225,49226,No
KPSOLD03.DLG,2,1,Kpsold03 (2),40672,40673,No
KPSOLD04.DLG,2,1,Kpsold04 (2),40674,40675,No
MAGE1.DLG,2,1,Mage1 (2),19287,19288,No
MTOB4.DLG,2,2,Mtob4 (1); Keldorn (1),8323,9178,No
NALFAL.DLG,2,1,Nalfal (2),46252,46253,No
OBSDEM03.DLG,2,1,Obsdem03 (2),37366,37831,No
OGRECO.DLG,2,1,Ogreco (2),15753,15754,No
OGRMBA.DLG,2,1,Ogrmba (2),1527,1528,No
OHBCONCO.DLG,2,1,Ohbconco (2),90724,90875,No
OHDBY01.DLG,2,1,Ohdby01 (2),92598,92601,No
OHHGHST1.DLG,2,1,Ohhghst1 (2),80985,80994,No
OHNAMNS.DLG,2,1,Ohnamns (2),93169,93170,No
OHNGUAR1.DLG,2,1,Ohnguar1 (2),91685,91686,No
OHNREDW1.DLG,2,1,Ohnredw1 (2),91682,91684,No
OHNSLAVE.DLG,2,1,Ohnslave (2),4889,4891,No
OHNVOGHI.DLG,2,2,Ohnvoghi (1); Ohnfeldr (1),93085,93430,No
OHRHERM.DLG,2,1,Ohrherm (2),80199,80247,No
OHROVIDI.DLG,2,1,Ohrovidi (2),82142,82143,No
OHRSEPHO.DLG,2,1,Ohrsepho (2),82777,82779,Yes
OHRSGUA1.DLG,2,1,Ohrsgua1 (2),82713,82715,No
OHRSHAD2.DLG,2,1,Ohrshad2 (2),83232,83234,No
OHRSHG01.DLG,2,2,Ohrrazva (1); Ohrshg01 (1),82558,83049,No
PIREXE01.DLG,2,1,Pirexe01 (2),48282,48292,No
PIRPIR07.DLG,2,1,Pirpir07 (2),48057,48058,No
PIRPIR11.DLG,2,1,Pirpir11 (2),48076,48077,No
PIRSEA01.DLG,2,1,Pirsea01 (2),58483,58484,No
PLMETG01.DLG,2,1,Plmetg01 (2),37593,37598,No
PPALT.DLG,2,1,Ppalt (2),51517,51761,No
PPDILI2.DLG,2,1,Ppdili2 (2),45103,45116,No
PPGENIE.DLG,2,1,Ppgenie (2),48253,48254,No
PPNALJ2.DLG,2,1,Ppnalj2 (2),45110,45118,No
PPSAILOR.DLG,2,1,Ppsailor (2),45961,45962,No
PROSLA.DLG,2,2,Banomen (1); Prosla (1),8228,9105,No
PTHRAL01.DLG,2,1,Pthral01 (2),37009,37012,No
PTHRAL04.DLG,2,1,Pthral04 (2),37026,37028,No
PTHRAL05.DLG,2,1,Pthral05 (2),37027,37029,No
PUMBER2.DLG,2,2,Byoshim (1); Bviconi (1),8532,8533,Yes
QUAYLJ.DLG,2,1,Escort1 (2),16640,16641,No
REEVOR2.DLG,2,1,Delon (2),16849,16850,No
RETHUG04.DLG,2,1,Rethug04 (2),51192,51194,No
RIFTM02.DLG,2,1,Riftm02 (2),30406,34707,No
RIGEN03.DLG,2,1,Rigen03 (2),38494,38495,No
RNGSHA02.DLG,2,1,Rngsha02 (2),42120,42122,No
RNGWLF03.DLG,2,2,Rngwlf02 (1); Rngwlf03 (1),41466,41467,No
RUMAR01.DLG,2,1,Rumar01 (2),38517,38518,No
SAHCPT01.DLG,2,1,Sahcpt01 (2),46549,46558,No
SAHGRD01.DLG,2,1,Sahgrd01 (2),46749,46750,No
SAHGRD02.DLG,2,1,Sahgrd02 (2),46751,46752,No
SAHIMP03.DLG,2,1,Sahimp03 (2),49700,49702,No
SAHIMP04.DLG,2,1,Sahimp04 (2),49705,49707,No
SAHIMP05.DLG,2,1,Sahimp05 (2),49708,49711,No
SAHIMP06.DLG,2,1,Sahimp06 (2),49714,49716,No
SAHIMP07.DLG,2,1,Sahimp07 (2),49717,49718,No
SARDW04.DLG,2,1,Sardw04 (2),71420,71421,No
SARDW05.DLG,2,1,Sardw05 (2),71422,71423,No
SARELF06.DLG,2,1,Sarelf06 (2),71425,71426,No
SARFEM01.DLG,2,1,Sarfem01 (2),63997,63998,No
SARFEM03.DLG,2,1,Sarfem03 (2),64264,64265,No
SARFEM04.DLG,2,1,Sarfem04 (2),64271,64272,No
SARGRD01.DLG,2,1,Sargrd01 (2),65795,65796,No
SARGRD02.DLG,2,1,Sargrd02 (2),65797,65798,No
SARMAN01.DLG,2,1,Sarman01 (2),63995,63996,No
SARMAN04.DLG,2,1,Sarman04 (2),64273,64274,No
SGUARD2.DLG,2,1,Sguard2 (2),25512,26615,No
SLAVE6.DLG,2,2,Slave6 (1); Keldorn (1),4426,9076,No
SLAVER3.DLG,2,2,Forthe (1); Slaver3 (1),19761,19782,No
SLAVERM.DLG,2,1,Slaverm (2),21944,21945,No
SLAVFREE.DLG,2,1,Bviconi (2),10424,10425,Yes
SLAVTELL.DLG,2,1,Bviconi (2),10452,10453,Yes
SLVIC01.DLG,2,1,Keshee (2),19739,19740,No
SWSFOLL1.DLG,2,2,Elmin5 (1); Swsfoll1 (1),9910,27311,No
TBIMOEN.DLG,2,1,Tbimoen (2),39305,39307,No
TBMINSC.DLG,2,1,Tbminsc (2),39338,39340,No
TBMINSCJ.DLG,2,1,Tbminscj (2),39499,39500,No
TIAXJ.DLG,2,1,Escort2 (2),16681,16682,No
TRCUT01.DLG,2,1,Trcut01 (2),43687,43689,No
TRRAK02.DLG,2,1,Trrak02 (2),43553,43554,No
TRRAK03.DLG,2,1,Trrak03 (2),43555,43556,No
TTIMOEN.DLG,2,1,Tbimoen (2),39305,39307,No
TTMINSC.DLG,2,1,Tbminsc (2),39338,39340,No
TTMINSCJ.DLG,2,1,Tbminscj (2),39499,39500,No
UDDROW01.DLG,2,1,Uddrow01 (2),52321,52322,No
UDDROW03.DLG,2,1,Uddrow03 (2),52327,52331,No
UDDROW20.DLG,2,1,Uddrow20 (2),52847,61179,No
UDDROW21.DLG,2,1,Uddrow21 (2),52848,61180,No
UDELF01.DLG,2,1,Udelf01 (2),52975,52977,No
UDELF02.DLG,2,1,Udelf02 (2),54847,55184,No
UDELF03.DLG,2,1,Udelf03 (2),54848,55187,No
UDSLV01.DLG,2,1,Udslv01 (2),52880,52881,No
UDSLV04.DLG,2,1,Udslv04 (2),52890,52891,No
UDSVIR02.DLG,2,1,Udsvir02 (2),50797,50798,No
UHOGRE02.DLG,2,1,Uhogre02 (2),33348,33352,No
UHOGRE03.DLG,2,1,Uhogre03 (2),33360,33362,No
UHOGRE04.DLG,2,1,Uhogre04 (2),33364,33366,No
UHOGRE05.DLG,2,1,Uhogre05 (2),33368,33369,No
UNAM20.DLG,2,1,Udelf02 (2),54847,55184,No
UNAM21.DLG,2,1,Udelf03 (2),54848,55187,No
VICONJ.DLG,2,1,Escort1 (2),16650,16651,No
VULFGT01.DLG,2,1,Vulfgt01 (2),35082,35083,No
VVAMN2.DLG,2,1,Vvamn2 (2),43110,43112,No
VVAMN3.DLG,2,1,Vvamn3 (2),43111,43113,No
VVSHAD5.DLG,2,1,Vvshad5 (2),41237,41258,No
VVSHAD6.DLG,2,1,Vvshad6 (2),41312,41315,No
WASLEEP.DLG,2,1,Bviconi (2),10167,10168,Yes
WPCUST1.DLG,2,1,Wpcust1 (2),71117,71118,No
XANJ.DLG,2,1,Escort2 (2),16679,16680,No
YESLID.DLG,2,1,Yeslid (2),3370,3371,No
ABYDEM01.DLG,1,1,Abydem01 (1),48478,48478,No
AKAE.DLG,1,1,Akae (1),40966,40966,No
AMIA.DLG,1,1,Amia (1),36453,36453,No
AMNCEN1.DLG,1,1,Amncen1 (1),29507,29507,No
AMNG2.DLG,1,1,Amng2 (1),16211,16211,No
AMNISH.DLG,1,1,Amnish (1),10142,10142,No
AMNLEGS.DLG,1,1,Amnlegs (1),27545,27545,No
AMSMUG02.DLG,1,1,Amsmug02 (1),71679,71679,No
ANDOUT.DLG,1,1,Andout (1),17944,17944,No
ARAN02.DLG,1,1,Aran02 (1),39141,39141,No
ARNFGT03.DLG,1,1,Arnfgt03 (1),35078,35078,No
ARNFGT04.DLG,1,1,Arnfgt04 (1),35079,35079,No
ARNTRA04.DLG,1,1,Arntra04 (1),39118,39118,No
ARNTRA05.DLG,1,1,Arntra05 (1),39121,39121,No
ARNWAR06.DLG,1,1,Arnwar06 (1),39286,39286,No
ARTOLA.DLG,1,1,Artola (1),19916,19916,No
BANDITCY.DLG,1,1,Banditcy (1),10089,10089,No
BDCOUN02.DLG,1,1,Bdcoun02 (1),42040,42040,No
BGUARD1.DLG,1,1,Bguard1 (1),26303,26303,No
BHCRYPT.DLG,1,1,Bhcrypt (1),35892,35892,No
BHGAAL01.DLG,1,1,Bhgaal01 (1),31413,31413,No
BHGHOUL3.DLG,1,1,Bhghoul3 (1),23290,23290,No
BHGUARD.DLG,1,1,Bhguard (1),32890,32890,No
BINKOS.DLG,1,1,Binkos (1),17921,17921,No
BIP.DLG,1,1,Bip (1),20682,20682,No
BODVAM01.DLG,1,1,Bodvam01 (1),35165,35165,No
BODVAM02.DLG,1,1,Bodvam02 (1),35167,35167,No
BOOTER02.DLG,1,1,Booter02 (1),39231,39231,No
BRUS.DLG,1,1,Brus (1),38854,38854,No
BULLRUSH.DLG,1,1,Bullrush (1),23158,23158,No
C6BGUARD.DLG,1,1,C6Bguard (1),55649,55649,No
C6ELFGEN.DLG,1,1,C6Elfgen (1),61205,61205,No
C6ELVENW.DLG,1,1,C6Elvenw (1),54398,54398,No
C6GEN.DLG,1,1,C6Gen (1),61266,61266,No
CANTIC.DLG,1,1,Cantic (1),18758,18758,No
CHIMP5.DLG,1,1,Bedwin (1),11340,11340,No
CLELUN01.DLG,1,1,Clelun01 (1),36145,36145,No
CLTCUT03.DLG,1,1,Cltcut03 (1),50162,50162,No
CONPANEL.DLG,1,1,Conpanel (1),39588,39588,No
COPAMB01.DLG,1,1,Copamb01 (1),49848,49848,No
CREW.DLG,1,1,Crew (1),22195,22195,No
CUTGOR.DLG,1,1,Cutgor (1),13821,13821,No
DADROW10.DLG,1,1,Dadrow10 (1),57358,57358,No
DADROW11.DLG,1,1,Dadrow11 (1),57357,57357,No
DADROW15.DLG,1,1,Dadrow15 (1),56809,56809,No
DADROW8.DLG,1,1,Dadrow8 (1),57360,57360,No
DADROW9.DLG,1,1,Dadrow9 (1),57359,57359,No
DAGENIE.DLG,1,1,Dagenie (1),57115,57115,No
DAQILUE.DLG,1,1,Daqilue (1),57464,57464,No
DARRYL.DLG,1,1,Bviconi (1),10261,10261,Yes
DASLAVE3.DLG,1,1,Daslave3 (1),56889,56889,No
DEATH1.DLG,1,1,Death1 (1),22901,22901,No
DEFAULT.DLG,1,1,Clone1 (1),13082,13082,No
DGFIG01.DLG,1,1,Dgfig01 (1),49600,49600,No
DGMAG01.DLG,1,1,Dgmag01 (1),49601,49601,No
DIATEST1.DLG,1,1,Diatest1 (1),58865,58865,No
DORK.DLG,1,1,Dork (1),11789,11789,No
DREPPI3.DLG,1,1,Bjaheir (1),20521,20521,No
DRSLAYER.DLG,1,1,Drslayer (1),59669,59669,No
DUERGAR1.DLG,1,1,Duergar1 (1),11902,11902,No
DUERGAR3.DLG,1,1,Duergar3 (1),16751,16751,No
EMERS2.DLG,1,1,Bviconi (1),10139,10139,Yes
ERIK.DLG,1,1,Erik (1),17639,17639,No
FABER.DLG,1,1,Faber (1),18759,18759,No
FAFIGHT.DLG,1,1,Fafight (1),10873,10873,No
FFCROWD2.DLG,1,1,Ffcrowd2 (1),29908,29908,No
FFCROWD4.DLG,1,1,Ffcrowd4 (1),29913,29913,No
FFCROWD5.DLG,1,1,Ffcrowd5 (1),29919,29919,No
FIRRAK01.DLG,1,1,Firrak01 (1),49368,49368,No
FLAMHUSB.DLG,1,1,Flamhusb (1),15756,15756,No
FLAMPUN.DLG,1,1,Flampun (1),17168,17168,No
FLAMVAI.DLG,1,1,Flamvai (1),19474,19474,No
FLYFGT01.DLG,1,1,Flyfgt01 (1),35128,35128,No
FSSPIRA.DLG,1,1,Fsspira (1),63460,63460,No
FSSPIRB.DLG,1,1,Fsspirb (1),63461,63461,No
FSSPIRC.DLG,1,1,Fsspirc (1),63463,63463,No
FULLER3.DLG,1,1,Fuller3 (1),20524,20524,No
GAELAN2.DLG,1,1,Gaelan2 (1),38968,38968,No
GAMES.DLG,1,1,Games (1),3722,3722,No
GAMGUY.DLG,1,1,Gamguy (1),42988,42988,No
GARDEN.DLG,1,1,Bkeldor (1),11282,11282,No
GAROCK.DLG,1,1,Garock (1),68594,68594,No
GERALD.DLG,1,1,Gerald (1),9689,9689,No
GLAD1.DLG,1,1,Glad1 (1),16962,16962,No
GORIOD.DLG,1,1,Bviconi (1),9192,9192,Yes
GRVLCH01.DLG,1,1,Grvlch01 (1),59588,59588,No
HABIB.DLG,1,1,Habib (1),59844,59844,No
HACK.DLG,1,1,Hack (1),23155,23155,No
HACTON.DLG,1,1,Hacton (1),30446,30446,No
HACTONG.DLG,1,1,Hactong (1),30447,30447,No
HDRAGSIL.DLG,1,1,Hdragsil (1),58294,58294,No
HEARTG1.DLG,1,1,Heartg1 (1),28053,28053,No
HEARTG2.DLG,1,1,Heartg2 (1),28058,28058,No
HELLVICT.DLG,1,1,Hellvict (1),55118,55118,No
HLDEMI.DLG,1,1,Hldemi (1),58609,58609,No
HLKETTA.DLG,1,1,Hlketta (1),56250,56250,No
IDUR1.DLG,1,1,Duergar3 (1),16751,16751,No
IGOLFLE1.DLG,1,1,Igolfle1 (1),52272,52272,No
IGOLFLE2.DLG,1,1,Igolfle2 (1),52271,52271,No
IGOLFLE3.DLG,1,1,Games5 (1),19447,19447,No
IGOLFLE4.DLG,1,1,Igolfle4 (1),19450,58485,No
IRETHF01.DLG,1,1,Irethf01 (1),52367,52367,No
JAEL01.DLG,1,1,Jael01 (1),57214,57214,No
JAELLA2.DLG,1,1,Jaella2 (1),37588,37588,No
JAMIE.DLG,1,1,Jamie (1),18713,18713,No
JANGIT02.DLG,1,1,Jangit02 (1),34465,34465,No
KAHRK.DLG,1,1,Edwinw (1),18432,18432,No
KARAN3.DLG,1,1,Bviconi (1),9719,9719,Yes
KFTOWN02.DLG,1,1,Kftown02 (1),25824,25824,No
KNIGHT.DLG,1,1,Knight (1),29920,29920,No
KNIGHTSK.DLG,1,1,Knightsk (1),11871,11871,No
KOBOLD.DLG,1,1,Haerdaj (1),289,289,No
KORPIMG1.DLG,1,1,Korpimg1 (1),33598,33598,No
KORSCROO.DLG,1,1,Korscroo (1),30603,30603,No
KPCAPT03.DLG,1,1,Kpcapt03 (1),61079,61079,No
KPROEN03.DLG,1,1,Kproen03 (1),40667,40667,No
KPSHAM01.DLG,1,1,Kpsham01 (1),39963,39963,No
KPSOLD08.DLG,1,1,Kpsold08 (1),49224,49224,No
KPSOLD09.DLG,1,1,Kpsold09 (1),49211,49211,No
KPSOLD10.DLG,1,1,Kpsold10 (1),49223,49223,No
LEAGGU.DLG,1,1,Leaggu (1),22198,22198,No
LIN.DLG,1,1,Lin (1),52999,52999,No
LUCY.DLG,1,1,Lucy (1),58410,58410,No
MAGE3.DLG,1,1,Games5 (1),19335,19335,No
MEIALA.DLG,1,1,Meiala (1),23153,23153,No
MEKIMP01.DLG,1,1,Mekimp01 (1),34280,34280,No
MICK.DLG,1,1,Mick (1),17933,17933,No
MONKTU 8.DLG,1,1,Hendak (1),17624,17624,No
MONKTU10.DLG,1,1,Hendak (1),17626,17626,No
MONKTU11.DLG,1,1,Hendak (1),17627,17627,No
MONKTU12.DLG,1,1,Hendak (1),17628,17628,No
MONKTU13.DLG,1,1,Hendak (1),17629,17629,No
MONKTU14.DLG,1,1,Hendak (1),17630,17630,No
MONKTU1.DLG,1,1,Hendak (1),17616,17616,No
MONKTU2.DLG,1,1,Hendak (1),17618,17618,No
MONKTU3.DLG,1,1,Hendak (1),17619,17619,No
MONKTU4.DLG,1,1,Hendak (1),17620,17620,No
MONKTU5.DLG,1,1,Hendak (1),17621,17621,No
MONKTU6.DLG,1,1,Hendak (1),17622,17622,No
MONKTU7.DLG,1,1,Hendak (1),17623,17623,No
MONKTU8.DLG,1,1,Hendak (1),17624,17624,No
MONKTU9.DLG,1,1,Hendak (1),17625,17625,No
MOOK02.DLG,1,1,Mook02 (1),34886,34886,No
MOONDOG.DLG,1,1,Moondog (1),39371,39371,No
MOORLOCK.DLG,1,1,Excult2 (1),23154,23154,No
MUMFIG01.DLG,1,1,Mumfig01 (1),61126,61126,No
MUMMY.DLG,1,1,Mummy (1),2416,2416,No
NALGUAR1.DLG,1,1,Nalguar1 (1),46231,46231,No
NALGUAR2.DLG,1,1,Nalguar2 (1),46232,46232,No
NARRAT.DLG,1,1,Bvalyga (1),20669,20669,No
NOBLAY.DLG,1,1,Noblay (1),8229,8229,No
OGRELEAD.DLG,1,1,Life2 (1),11828,11828,No
OHBPOL.DLG,1,1,Ohbpol (1),90448,90448,No
OHDHRT1.DLG,1,1,Ohdhrt1 (1),99822,99822,No
OHDSOLAR.DLG,1,1,Ohdsolar (1),92100,92100,No
OHHGM03.DLG,1,1,Ohhgm03 (1),82280,82280,No
OHNETTIN.DLG,1,1,Ohnettin (1),89534,89534,No
OHRJASSA.DLG,1,1,Ohrjassa (1),82776,82776,Yes
OHRMASSA.DLG,1,1,Ohrmassa (1),84862,84862,No
OHROVS9.DLG,1,1,Ohrovs9 (1),82902,82902,No
OHRSDG1.DLG,1,1,Ohrsdg1 (1),82700,82700,No
OHRSDG2.DLG,1,1,Ohrsdg2 (1),82698,82698,No
OHRSGUA2.DLG,1,1,Ohrsgua2 (1),82714,82714,No
OHRSHG02.DLG,1,1,Ohrrazva (1),82558,82558,No
OHRSHM9.DLG,1,1,Ohrshm9 (1),82903,82903,No
PARDA3.DLG,1,1,Parda3 (1),9713,9713,No
PBHUNT02.DLG,1,1,Pbhunt02 (1),36858,36858,No
PHLYDI3.DLG,1,1,Bjaheir (1),20518,20518,No
PIRPIR01.DLG,1,1,Pirpir01 (1),48093,48093,No
PIRPIR09.DLG,1,1,Pirpir09 (1),48070,48070,No
PIRPIR12.DLG,1,1,Pirpir12 (1),48078,48078,No
PLMETG02.DLG,1,1,Plmetg02 (1),37077,37077,No
PLMETW01.DLG,1,1,Plmetw01 (1),37078,37078,No
PMASTER.DLG,1,1,Pmaster (1),37034,37034,No
PPALTK1.DLG,1,1,Ppaltk1 (1),51747,51747,No
PPALTK2.DLG,1,1,Ppaltk2 (1),51751,51751,No
PPDJINN.DLG,1,1,Ppdjinn (1),48995,48995,No
PRISONG2.DLG,1,1,Prisong2 (1),29754,29754,No
PWYVV01.DLG,1,1,Pwyvv01 (1),37030,37030,No
QUINT.DLG,1,1,Quint (1),24707,24707,No
R274.DLG,1,1,R274 (1),5305,5305,No
REEVOR3.DLG,1,1,Jaertof (1),20525,20525,No
