Speaker,DLGFile,Chapter,Priority,Notes
Ohrsdg1,OHRSDG1.DLG,Unassigned,3,
Ohrsdg2,OHRSDG2.DLG,Unassigned,3,
Ohrsepho,OHRSEPHO.DLG,Unassigned,3,
Ohrsgma1,OHRSGMA1.DLG,Unassigned,3,
Ohrsgma1,OHRSGMA2.DLG,Unassigned,3,
Ohrsgma2,OHRSGMA2.DLG,Unassigned,3,
Ohrsgua1,OHRSGUA1.DLG,Unassigned,3,
Ohrsgua2,OHRSGUA2.DLG,Unassigned,3,
Ohrshad2,OHRSHAD2.DLG,Unassigned,3,
Ohrshani,OHRSHANI.DLG,Unassigned,3,
Ohrshg01,OHRSHG01.DLG,Unassigned,3,
Ohrshm9,OHRSHM9.DLG,Unassigned,3,
Ohrshr21,OHRSHR21.DLG,Unassigned,3,
Ohrslara,OHRSLARA.DLG,Unassigned,3,
Ohrsmerc,OHRSMERC.DLG,Unassigned,3,
Ohrsscar,OHRSSCAR.DLG,Unassigned,3,
Ohrssm01,OHRSSM01.DLG,Unassigned,3,
Ohrtadda,OHRTADDA.DLG,Unassigned,3,
Ohrtallu,OHRTALLU.DLG,Unassigned,3,
Ohrtheye,OHRTHEYE.DLG,Unassigned,3,
Ohrtorca,OHRTORCA.DLG,Unassigned,3,
Ohrtreya,OHRTREYA.DLG,Unassigned,3,
Ohrtruth,OHRTRUTH.DLG,Unassigned,3,
Ohrtwofo,OHRTWOFO.DLG,Unassigned,3,
Ohryxtra,OHRYXTRA.DLG,Unassigned,3,
Oogiew,OOGIEW.DLG,Unassigned,3,
Oogiew,TOLGER.DLG,Unassigned,3,
Oriona,ORIONA.DLG,Unassigned,3,
Orphan1,ORPHAN1.DLG,Unassigned,3,
Orphan2,ORPHAN2.DLG,Unassigned,3,
Pace,PACE.DLG,Unassigned,3,
Pace,STONEDL.DLG,Unassigned,3,
Pace,STONEDW.DLG,Unassigned,3,
Pala,PALA.DLG,Unassigned,3,
Palern,PALERN.DLG,Unassigned,3,
Palkni05,PALKNI05.DLG,Unassigned,3,
Pallon,PALLON.DLG,Unassigned,3,
Pallon,TOLGER.DLG,Unassigned,3,
Pangwa,PANGWA.DLG,Unassigned,3,
Pangwa,YOSHIMO.DLG,Unassigned,3,
Parda1,PARDA1.DLG,Unassigned,3,
Parda3,PARDA3.DLG,Unassigned,3,
Pbhunt01,PBHUNT01.DLG,Unassigned,3,
Pbhunt02,PBHUNT02.DLG,Unassigned,3,
Pdwarf01,PDWARF01.DLG,Unassigned,3,
Pehllus,PEHLLUS.DLG,Unassigned,3,
Pelanna,PELANNA.DLG,Unassigned,3,
Peony,PEONY.DLG,Unassigned,3,
Pfree,PFREE.DLG,Unassigned,3,
Pick1,PICK1.DLG,Unassigned,3,
Pick2,PICK2.DLG,Unassigned,3,
Pirbob01,PIRBOB01.DLG,Unassigned,3,
Pircom01,PIRCOM01.DLG,Unassigned,3,
Pircom01,PIRCOM1.DLG,Unassigned,3,
Pircom02,PIRCOM02.DLG,Unassigned,3,
Pircor01,PIRCOR01.DLG,Unassigned,3,
Pircor01,XXXXYY.DLG,Unassigned,3,
Pircor02,PIRCOR02.DLG,Unassigned,3,
Pircor03,PIRCOR03.DLG,Unassigned,3,
Pircor04,PIRCOR04.DLG,Unassigned,3,
Pircor05,PIRCOR05.DLG,Unassigned,3,
Pircor06,PIRCOR06.DLG,Unassigned,3,
Pirdoc01,PIRDOC01.DLG,Unassigned,3,
Pirexe01,PIREXE01.DLG,Unassigned,3,
Pirfsh01,PIRFSH01.DLG,Unassigned,3,
Pirfsh02,PIRFSH02.DLG,Unassigned,3,
Pirgrd01,PIRGRD01.DLG,Unassigned,3,
Pirkid01,PIRKID01.DLG,Unassigned,3,
Pirmur01,PIRMUR01.DLG,Unassigned,3,
Pirmur02,PIRMUR02.DLG,Unassigned,3,
Pirmur03,PIRMUR03.DLG,Unassigned,3,
Pirmur04,PIRMUR04.DLG,Unassigned,3,
Pirmur05,PIRMUR05.DLG,Unassigned,3,
Pirmur07,PIRMUR07.DLG,Unassigned,3,
Pirmur08,PIRMUR08.DLG,Unassigned,3,
Pirmur09,PIRMUR09.DLG,Unassigned,3,
Pirmur10,PIRMUR10.DLG,Unassigned,3,
Pirpir01,PIRPIR01.DLG,Unassigned,3,
Pirpir02,PIRPIR02.DLG,Unassigned,3,
Pirpir03,PIRPIR03.DLG,Unassigned,3,
Pirpir04,PIRPIR04.DLG,Unassigned,3,
Pirpir05,PIRPIR05.DLG,Unassigned,3,
Pirpir07,PIRPIR07.DLG,Unassigned,3,
Pirpir08,PIRPIR08.DLG,Unassigned,3,
Pirpir09,PIRPIR09.DLG,Unassigned,3,
Pirpir10,PIRPIR10.DLG,Unassigned,3,
Pirpir11,PIRPIR11.DLG,Unassigned,3,
Pirpir12,PIRPIR12.DLG,Unassigned,3,
Pirprv01,PIRPRV01.DLG,Unassigned,3,
Pirsal01,PIRSAL01.DLG,Unassigned,3,
Pirsal02,PIRSAL02.DLG,Unassigned,3,
Pirsea01,PIRSEA01.DLG,Unassigned,3,
Player1,PLAYER1.DLG,Unassigned,3,
Plfarm01,PLFARM01.DLG,Unassigned,3,
Plfarm02,PLFARM02.DLG,Unassigned,3,
Plfarm04,PLFARM04.DLG,Unassigned,3,
Plfarm05,PLFARM05.DLG,Unassigned,3,
Plfarm06,PLFARM06.DLG,Unassigned,3,
Plgirl01,PLGIRL01.DLG,Unassigned,3,
Plmetg01,PLMETG01.DLG,Unassigned,3,
Plmetg02,PLMETG02.DLG,Unassigned,3,
Plmetr01,PLMETR01.DLG,Unassigned,3,
Plmetw01,PLMETW01.DLG,Unassigned,3,
Plshkn01,PLSHKN01.DLG,Unassigned,3,
Plshkn02,PLSHKN02.DLG,Unassigned,3,
Pmaster,PMASTER.DLG,Unassigned,3,
Pnashk,PNASHK.DLG,Unassigned,3,
Poe,POE.DLG,Unassigned,3,
Poghm2,POGHM2.DLG,Unassigned,3,
Poghm2,RAELIS.DLG,Unassigned,3,
Poghm2,SHOP03.DLG,Unassigned,3,
Poghm2,SHOP3.DLG,Unassigned,3,
Poghm2,TETHTO.DLG,Unassigned,3,
Poghm4,POGHM4.DLG,Unassigned,3,
Poghm7,POGHM7.DLG,Unassigned,3,
Poghm9,POGHM9.DLG,Unassigned,3,
Poghm9,VALYGAR.DLG,Unassigned,3,
Poisod,POISOD.DLG,Unassigned,3,
Portal,PORTAL.DLG,Chapter 1 - Irenicus Dungeon,1,Portal genie that trades the energy cells
Portal,VALYGAR.DLG,Unassigned,3,
Postul1,POSTUL1.DLG,Unassigned,3,
Postul2,POSTUL2.DLG,Unassigned,3,
Postul3,POSTUL3.DLG,Unassigned,3,
Postul4,POSTUL4.DLG,Unassigned,3,
Postul5,POSTUL5.DLG,Unassigned,3,
Postul6,POSTUL6.DLG,Unassigned,3,
Ppalt,PPALT.DLG,Unassigned,3,
Ppaltk1,PPALTK1.DLG,Unassigned,3,
Ppaltk2,PPALTK2.DLG,Unassigned,3,
Ppaph2,PPAPH2.DLG,Unassigned,3,
Ppaphril,PPAPHRIL.DLG,Unassigned,3,
Pparan2,PPARAN2.DLG,Unassigned,3,
Ppbhaal,PPBHAAL.DLG,Unassigned,3,
Ppbodhi3,PPBODHI3.DLG,Unassigned,3,
Ppbodhi4,PPBODHI4.DLG,Unassigned,3,
Ppcowled,PPCOWLED.DLG,Unassigned,3,
Ppdemon,PPDEMON.DLG,Unassigned,3,
Ppdesh,PPDESH.DLG,Unassigned,3,
Ppdesh2,PPDESH2.DLG,Unassigned,3,
Ppdili,PPDILI.DLG,Unassigned,3,
Ppdili2,PPDILI2.DLG,Unassigned,3,
Ppdjinn,PPDJINN.DLG,Unassigned,3,
Ppdoor,PPDOOR.DLG,Unassigned,3,
Ppdra2,PPDRA2.DLG,Unassigned,3,
Ppdradee,PPDRADEE.DLG,Unassigned,3,
Ppdrimo,PPDRIMO.DLG,Unassigned,3,
Ppdrimo,PPIMO.DLG,Unassigned,3,
Ppdrimov,PPDRIMOV.DLG,Unassigned,3,
Ppduel1,PPDUEL1.DLG,Unassigned,3,
Ppduel2,PPDUEL2.DLG,Unassigned,3,
Ppduelc,PPDUELC.DLG,Unassigned,3,
Ppgenie,PPGENIE.DLG,Unassigned,3,
Ppgirl,PPGIRL.DLG,Unassigned,3,
Ppgith,PPGITH.DLG,Unassigned,3,
Ppguard,PPGUARD.DLG,Unassigned,3,
Ppguy01,PPGUY01.DLG,Unassigned,3,
Ppimoen,PPIMOEN.DLG,Unassigned,3,
Ppinn01,PPINN01.DLG,Unassigned,3,
Ppireni1,PPIRENI1.DLG,Unassigned,3,
Ppireni2,PPIRENI2.DLG,Unassigned,3,
Ppjoye,PPJOYE.DLG,Unassigned,3,
Ppjoye2,PPJOYE2.DLG,Unassigned,3,
Ppldr01,PPLDR01.DLG,Unassigned,3,
Pplove,PPLOVE.DLG,Unassigned,3,
Ppnalj,PPNALJ.DLG,Unassigned,3,
Ppnalj2,PPNALJ2.DLG,Unassigned,3,
Ppridd,PPRIDD.DLG,Unassigned,3,
Ppsaem,PPSAEM.DLG,Unassigned,3,
Ppsaem2,PPSAEM2.DLG,Unassigned,3,
Ppsaem3,PPSAEM3.DLG,Unassigned,3,
Ppsail02,PPSAIL02.DLG,Unassigned,3,
Ppsailor,PPSAILOR.DLG,Unassigned,3,
Ppsanik,PPSANIK.DLG,Unassigned,3,
Ppsime,PPSIME.DLG,Unassigned,3,
Ppstat01,PPSTAT01.DLG,Unassigned,3,
Ppstor01,PPSTOR01.DLG,Unassigned,3,
Pptiax,PPTIAX.DLG,Unassigned,3,
Pptiax2,PPTIAX2.DLG,Unassigned,3,
Ppumb01,PPUMB01.DLG,Unassigned,3,
Ppwanev,PPWANEV.DLG,Unassigned,3,
Ppwanev2,PPWANEV2.DLG,Unassigned,3,
Ppworker,PPWORKER.DLG,Unassigned,3,
Priobg,PRIOBG.DLG,Unassigned,3,
Priobg,SURLY.DLG,Unassigned,3,
Pris01,PRIS01.DLG,Unassigned,3,
Pris02,PRIS02.DLG,Unassigned,3,
Prisong1,PRISONG1.DLG,Unassigned,3,
Prisong2,PRISONG2.DLG,Unassigned,3,
Prisonk1,PRISONK1.DLG,Unassigned,3,
Priss,PRISS.DLG,Unassigned,3,
Prophet1,PROPHET1.DLG,Unassigned,3,
Prophet2,PROPHET2.DLG,Unassigned,3,
Prophet3,PROPHET3.DLG,Unassigned,3,
Prophet4,PROPHET4.DLG,Unassigned,3,
Prosla,PROSLA.DLG,Unassigned,3,
Prost1,PROST1.DLG,Unassigned,3,
Prost1,SLUMM2.DLG,Unassigned,3,
Prost1,SLUMM4.DLG,Unassigned,3,
Prost2,PROST2.DLG,Unassigned,3,
Prost2,VICONI.DLG,Unassigned,3,
Prost3,PROST3.DLG,Unassigned,3,
Prost3,VICONI.DLG,Unassigned,3,
Prost4,PROST4.DLG,Unassigned,3,
Prost5,PROST5.DLG,Unassigned,3,
Prost6,PROST6.DLG,Unassigned,3,
Prost7,PROST7.DLG,Unassigned,3,
Prost8,PROST8.DLG,Unassigned,3,
Ptagget,PTAGGET.DLG,Unassigned,3,
Pthral01,PTHRAL01.DLG,Unassigned,3,
Pthral04,PTHRAL04.DLG,Unassigned,3,
Pthral05,PTHRAL05.DLG,Unassigned,3,
Pwarden,PWARDEN.DLG,Unassigned,3,
Pwauk1,PWAUK1.DLG,Unassigned,3,
Pwauk2,PWAUK2.DLG,Unassigned,3,
Pwyvv01,PWYVV01.DLG,Unassigned,3,
Qcirc01,QCIRC01.DLG,Unassigned,3,
Quayle,QUAYLE.DLG,Unassigned,3,
Quayle,R158.DLG,Unassigned,3,
Quaylem,QUAYLEM.DLG,Unassigned,3,
Quaylp,QUAYLP.DLG,Unassigned,3,
Quaylp,SHOP02.DLG,Unassigned,3,
Quaylp,SHOP2.DLG,Unassigned,3,
Quinn,QUINN.DLG,Unassigned,3,
Quinn,SLAVER1.DLG,Unassigned,3,
Quint,QUINT.DLG,Unassigned,3,
Quonin,QUONIN.DLG,Unassigned,3,
Quonin,SHOP01.DLG,Unassigned,3,
Quonin,SHOP1.DLG,Unassigned,3,
R158,R158.DLG,Unassigned,3,
R179,R179.DLG,Unassigned,3,
R179,SHOPNYMP.DLG,Unassigned,3,
R179,YOSHIMO.DLG,Unassigned,3,
R274,R274.DLG,Unassigned,3,
Radeel,RADEEL.DLG,Unassigned,3,
Raelis,RAELIS.DLG,Unassigned,3,
Raelis,TETHTO.DLG,Unassigned,3,
Raelis,XZAR.DLG,Unassigned,3,
Raleo,RALEO.DLG,Unassigned,3,
Rance,RANCE.DLG,Unassigned,3,
Rance,SEWSW.DLG,Unassigned,3,
Rasaa25A,RASAA25A.DLG,Unassigned,3,
Rasaa25A,RASAA25P.DLG,Unassigned,3,
Rasaa25J,RASAA25J.DLG,Unassigned,3,
Rasaa25J,RASAA25P.DLG,Unassigned,3,
Rasaa25J,RASAADJ.DLG,Unassigned,3,
Rasaa25J,RASAADP.DLG,Unassigned,3,
Rasaa25P,RASAA25P.DLG,Unassigned,3,
Rasaa25P,RASAADP.DLG,Unassigned,3,
Rasaad,RASAAD.DLG,Unassigned,3,
Rasaadj,RASAADJ.DLG,Unassigned,3,
Rasaadp,RASAADP.DLG,Unassigned,3,
Rashad,RASHAD.DLG,Unassigned,3,
Read2,READ2.DLG,Unassigned,3,
Read4,READ4.DLG,Unassigned,3,
Reckon,RECKON.DLG,Unassigned,3,
Reedle,REEDLE.DLG,Unassigned,3,
Regina,REGINA.DLG,Unassigned,3,
Renal,RENAL.DLG,Unassigned,3,
Renfeld,RENFELD.DLG,Unassigned,3,
Repthf1,REPTHF.DLG,Unassigned,3,
Repthf1,REPTHF1.DLG,Unassigned,3,
Rerak01,RERAK01.DLG,Unassigned,3,
Resuna,RESUNA.DLG,Unassigned,3,
Rethug04,RETHUG04.DLG,Unassigned,3,
Reti,RETI.DLG,Unassigned,3,
Reven2,REVEN2.DLG,Unassigned,3,
Rgrsta01,RGRSTA01.DLG,Unassigned,3,
Rgrwlf01,RGRWLF01.DLG,Unassigned,3,
Rgrwlf01,RNGWLF01.DLG,Unassigned,3,
Ribald,RIBALD.DLG,Unassigned,3,
Rielev,RIELEV.DLG,Chapter 1 - Irenicus Dungeon,2,Rielev dying prisoner exposition
Rielev,RODNIM.DLG,Unassigned,3,
Rielev,SANADAL.DLG,Unassigned,3,
Rielev,TOWNCR.DLG,Unassigned,3,
Rift01,RIFT01.DLG,Unassigned,3,
Rift01,RIFTW01.DLG,Unassigned,3,
Riftc01,RIFTC01.DLG,Unassigned,3,
Riftc02,RIFTC02.DLG,Unassigned,3,
Riftcr04,RIFTCR04.DLG,Unassigned,3,
Riftg01,RIFTG01.DLG,Unassigned,3,
Riftg03,RIFTG03.DLG,Unassigned,3,
Riftm01,RIFTM01.DLG,Unassigned,3,
Riftm02,RIFTM02.DLG,Unassigned,3,
Rigen01,RIGEN01.DLG,Unassigned,3,
Rigen02,RIGEN02.DLG,Unassigned,3,
Rigen03,RIGEN03.DLG,Unassigned,3,
Riggilo,RIGGILO.DLG,Unassigned,3,
Riggilo,SPECH1.DLG,Unassigned,3,
Riggilo,SPECH3.DLG,Unassigned,3,
Rillpuzz,RILLPUZZ.DLG,Unassigned,3,
Rinnie,RINNIE.DLG,Unassigned,3,
Rngsha01,RNGSHA01.DLG,Unassigned,3,
Rngsha02,RNGSHA02.DLG,Unassigned,3,
Rngsha04,RNGSHA04.DLG,Unassigned,3,
Rngwlf02,RNGWLF02.DLG,Unassigned,3,
Rngwlf02,RNGWLF03.DLG,Unassigned,3,
Rngwlf03,RNGWLF03.DLG,Unassigned,3,
Rock,ROCK.DLG,Unassigned,3,
Roger,ROGER.DLG,Unassigned,3,
Ruffian,RUFFIAN.DLG,Unassigned,3,
Ruffie,RUFFIE.DLG,Unassigned,3,
Rufpal1,RUFPAL1.DLG,Unassigned,3,
Rufpal2,RUFPAL2.DLG,Unassigned,3,
Rumamk,RUMAMK.DLG,Unassigned,3,
Rumar,RUMAR.DLG,Unassigned,3,
Rumar01,RUMAR01.DLG,Unassigned,3,
Rumora,RUMORA.DLG,Unassigned,3,
Rumori,RUMORI.DLG,Unassigned,3,
Rumorp,RUMORP.DLG,Unassigned,3,
Rumort,RUMORT.DLG,Unassigned,3,
Rumoru,RUMORU.DLG,Unassigned,3,
Rumsar,RUMSAR.DLG,Unassigned,3,
Rylock,RYLOCK.DLG,Unassigned,3,
Rylock,SHANDAL.DLG,Unassigned,3,
Rylock,TOURIST.DLG,Unassigned,3,
Saerk,SAERK.DLG,Unassigned,3,
Safanj,SAFANJ.DLG,Unassigned,3,
Safanp,SAFANP.DLG,Unassigned,3,
Safanp,SHOP02.DLG,Unassigned,3,
Safanp,SHOP2.DLG,Unassigned,3,
Sahbar03,SAHBAR03.DLG,Unassigned,3,
Sahbeh01,SAHBEH01.DLG,Unassigned,3,
Sahchf02,SAHCHF02.DLG,Unassigned,3,
Sahcpt01,SAHCPT01.DLG,Unassigned,3,
Sahcpt02,SAHCPT02.DLG,Unassigned,3,
Sahgrd01,SAHGRD01.DLG,Unassigned,3,
Sahgrd02,SAHGRD02.DLG,Unassigned,3,
Sahgrd03,SAHGRD03.DLG,Unassigned,3,
Sahimp01,SAHIMP01.DLG,Unassigned,3,
Sahimp02,SAHIMP02.DLG,Unassigned,3,
Sahimp03,SAHIMP03.DLG,Unassigned,3,
Sahimp04,SAHIMP04.DLG,Unassigned,3,
Sahimp05,SAHIMP05.DLG,Unassigned,3,
Sahimp06,SAHIMP06.DLG,Unassigned,3,
Sahimp07,SAHIMP07.DLG,Unassigned,3,
Sahkng01,SAHKNG01.DLG,Unassigned,3,
Sahpr1,SAHPR1.DLG,Unassigned,3,
Sahpr2,SAHPR2.DLG,Unassigned,3,
Sahpr3,SAHPR3.DLG,Unassigned,3,
Sahpr4,SAHPR4.DLG,Unassigned,3,
Sahpr5,SAHPR5.DLG,Unassigned,3,
Sahrgr01,SAHRGR01.DLG,Unassigned,3,
Sahrgr02,SAHRGR02.DLG,Unassigned,3,
Sahrgr03,SAHRGR03.DLG,Unassigned,3,
Sahspc01,SAHSPC01.DLG,Unassigned,3,
Sahzom01,SAHZOM01.DLG,Unassigned,3,
Sailal,SAILAL.DLG,Unassigned,3,
Sailal,TOUR1.DLG,Unassigned,3,
Sailal,TOUR2.DLG,Unassigned,3,
Sailfin,SAILFIN.DLG,Unassigned,3,
Sailfin,TRAINER1.DLG,Unassigned,3,
Sailned,SAILNED.DLG,Unassigned,3,
Sailned,SLUMM3.DLG,Unassigned,3,
Sailnew,SAILNEW.DLG,Unassigned,3,
Salvanas,SALVANAS.DLG,Unassigned,3,
Samia,SAMIA.DLG,Unassigned,3,
Sanadal,SANADAL.DLG,Unassigned,3,
Saralegs,SARALEGS.DLG,Unassigned,3,
Sarbar01,SARBAR01.DLG,Unassigned,3,
Sarbar02,SARBAR02.DLG,Unassigned,3,
Sarbha01,SARBHA01.DLG,Unassigned,3,
Sarbha02,SARBHA02.DLG,Unassigned,3,
Sarbha03,SARBHA03.DLG,Unassigned,3,
Sarboy01,SARBOY01.DLG,Unassigned,3,
Sarbul01,SARBUL01.DLG,Unassigned,3,
Sarbul04,SARBUL04.DLG,Unassigned,3,
Sarbul04,SARBUL06.DLG,Unassigned,3,
Sarbul05,SARBUL05.DLG,Unassigned,3,
Sarcnt01,SARCNT01.DLG,Unassigned,3,
Sarcpt01,SARCPT01.DLG,Unassigned,3,
Sarcul01,SARCUL01.DLG,Unassigned,3,
Sarcul01,SARMIST.DLG,Unassigned,3,
Sarcul02,SARCUL02.DLG,Unassigned,3,
Sarcul02,SARCULT.DLG,Unassigned,3,
Sardw01,SARDW01.DLG,Unassigned,3,
Sardw04,SARDW04.DLG,Unassigned,3,
Sardw05,SARDW05.DLG,Unassigned,3,
Sarelf01,SARELF01.DLG,Unassigned,3,
Sarelf02,SARELF02.DLG,Unassigned,3,
Sarelf03,SARELF03.DLG,Unassigned,3,
Sarelf04,SARELF04.DLG,Unassigned,3,
Sarelf05,SARELF05.DLG,Unassigned,3,
Sarelf06,SARELF06.DLG,Unassigned,3,
Sarev25A,SAREV25A.DLG,Unassigned,3,
Sarev25J,SAREV25J.DLG,Unassigned,3,
Sarev25P,SAREV25P.DLG,Unassigned,3,
Sarfem01,SARFEM01.DLG,Unassigned,3,
Sarfem02,SARFEM02.DLG,Unassigned,3,
Sarfem03,SARFEM03.DLG,Unassigned,3,
Sarfem04,SARFEM04.DLG,Unassigned,3,
Sargrd01,SARGRD01.DLG,Unassigned,3,
Sargrd02,SARGRD02.DLG,Unassigned,3,
Sargrl01,SARGRL01.DLG,Unassigned,3,
Sarjai01,SARJAI01.DLG,Unassigned,3,
Sarkis01,SARKIS01.DLG,Unassigned,3,
Sarkis02,SARKIS02.DLG,Unassigned,3,
Sarmag01,SARMAG01.DLG,Unassigned,3,
Sarman01,SARMAN01.DLG,Unassigned,3,
Sarman02,SARMAN02.DLG,Unassigned,3,
Sarman03,SARMAN03.DLG,Unassigned,3,
Sarman04,SARMAN04.DLG,Unassigned,3,
Sarmat01,SARMAT01.DLG,Unassigned,3,
Sarmel01,SARMEL01.DLG,Unassigned,3,
Sarmist,SARMIST.DLG,Unassigned,3,
Sarpel01,SARPEL01.DLG,Unassigned,3,
Sarpris1,SARPRIS1.DLG,Unassigned,3,
Sarpris2,SARPRIS2.DLG,Unassigned,3,
Sarpro01,SARPRO01.DLG,Unassigned,3,
Sarpro01,SARPROF.DLG,Unassigned,3,
Sarprovf,SARPROVF.DLG,Unassigned,3,
Sarprovm,SARPROVM.DLG,Unassigned,3,
Sarson01,SARSON01.DLG,Unassigned,3,
Sarspir,SARSPIR.DLG,Unassigned,3,
Sartem01,SARTEM01.DLG,Unassigned,3,
Sarthf1,SARTHF1.DLG,Unassigned,3,
Sarthf2,SARTHF2.DLG,Unassigned,3,
Sartro01,SARTRO01.DLG,Unassigned,3,
Sartro03,SARTRO03.DLG,Unassigned,3,
Sarvam01,SARVAM01.DLG,Unassigned,3,
Sarvie01,SARVIE01.DLG,Unassigned,3,
Sarvolo,SARVOLO.DLG,Unassigned,3,
Sarwai01,SARWAI01.DLG,Unassigned,3,
Sassar,SASSAR.DLG,Unassigned,3,
Sassar,SHARA1.DLG,Unassigned,3,
Sassar,THEREL.DLG,Unassigned,3,
Sassar,WOLFW2.DLG,Unassigned,3,
Sassar,WOLFW3.DLG,Unassigned,3,
Satos,SATOS.DLG,Unassigned,3,
Sbcust01,SBCUST01.DLG,Unassigned,3,
Sbcust02,SBCUST02.DLG,Unassigned,3,
Sbslum01,SBSLUM01.DLG,Unassigned,3,
Sbslum02,SBSLUM02.DLG,Unassigned,3,
Sbutler,SBUTLER.DLG,Unassigned,3,
Sbwench,SBWENCH.DLG,Unassigned,3,
Scbutler,SCBUTLER.DLG,Unassigned,3,
Scdur,SCDUR.DLG,Unassigned,3,
Scjerlia,SCJERLIA.DLG,Unassigned,3,
Scljyss,SCLJYSS.DLG,Unassigned,3,
Scook,SCOOK.DLG,Unassigned,3,
Scqar,SCQAR.DLG,Unassigned,3,
Scroll01,SCROLL01.DLG,Unassigned,3,
Scsain,SCSAIN.DLG,Unassigned,3,
Scsarles,SCSARLES.DLG,Unassigned,3,
Sctelwyn,SCTELWYN.DLG,Unassigned,3,
Scyarryl,SCYARRYL.DLG,Unassigned,3,
Senbeh01,SENBEH01.DLG,Unassigned,3,
Sendai,SENDAI.DLG,Unassigned,3,
Sengua01,SENGUA01.DLG,Unassigned,3,
Sengua02,SENGUA02.DLG,Unassigned,3,
Sengua03,SENGUA03.DLG,Unassigned,3,
Sengua04,SENGUA04.DLG,Unassigned,3,
Senken01,SENKEN01.DLG,Unassigned,3,
Senlich,SENLICH.DLG,Unassigned,3,
Senmonk,SENMONK.DLG,Unassigned,3,
Senpri,SENPRI.DLG,Unassigned,3,
Sentinel,SENTINEL.DLG,Unassigned,3,
Serva2,SERVA2.DLG,Unassigned,3,
Servan,SERVAN.DLG,Unassigned,3,
Serwen,SERWEN.DLG,Unassigned,3,
Sethle,SETHLE.DLG,Unassigned,3,
Sevbar01,SEVBAR01.DLG,Unassigned,3,
Sevdru01,SEVDRU01.DLG,Unassigned,3,
Sevpat01,SEVPAT01.DLG,Unassigned,3,
Sevpat02,SEVPAT02.DLG,Unassigned,3,
Sevpat03,SEVPAT03.DLG,Unassigned,3,
Sevpat04,SEVPAT04.DLG,Unassigned,3,
Sevpat05,SEVPAT05.DLG,Unassigned,3,
Sewerm1,SEWERM1.DLG,Unassigned,3,
Sewerm1,VOLO.DLG,Unassigned,3,
Sewrak01,SEWRAK01.DLG,Unassigned,3,
Sewsw,SEWSW.DLG,Unassigned,3,
Sewsw,VAIL.DLG,Unassigned,3,
Sguard1,SGUARD1.DLG,Unassigned,3,
Sguard2,SGUARD2.DLG,Unassigned,3,
Sguard3,SGUARD3.DLG,Unassigned,3,
Shaava01,SHAAVA01.DLG,Unassigned,3,
Shadel,SHADEL.DLG,Unassigned,3,
Shadra01,SHADRA01.DLG,Unassigned,3,
Shagho01,SHAGHO01.DLG,Unassigned,3,
Shagho02,SHAGHO02.DLG,Unassigned,3,
Shagrl01,SHAGRL01.DLG,Unassigned,3,
Shank,SHANK.DLG,Unassigned,3,
Shape,SHAPE.DLG,Unassigned,3,
Shartd,SHARTD.DLG,Unassigned,3,
Shartp,SHARTP.DLG,Unassigned,3,
Shartp,SHOP02.DLG,Unassigned,3,
Shartp,SHOP2.DLG,Unassigned,3,
Shelli,SHELLI.DLG,Unassigned,3,
Shelli,VALYGAR.DLG,Unassigned,3,
Shop01,SHOP01.DLG,Unassigned,3,
Shop01,SHOP1.DLG,Unassigned,3,
Shop01,XZAR.DLG,Unassigned,3,
Shop02,SHOP02.DLG,Unassigned,3,
Shop02,SHOP2.DLG,Unassigned,3,
Shop02,TIAXP.DLG,Unassigned,3,
Shop02,VICONP.DLG,Unassigned,3,
Shop02,XANP.DLG,Unassigned,3,
Shop03,SHOP03.DLG,Unassigned,3,
Shop03,SHOP3.DLG,Unassigned,3,
Shop03,WATCHN.DLG,Unassigned,3,
Shop03,XANP.DLG,Unassigned,3,
Shop03,XZAR.DLG,Unassigned,3,
Shop04,SHOP04.DLG,Unassigned,3,
Shop04,SHOP4.DLG,Unassigned,3,
Shop05,SHOP05.DLG,Unassigned,3,
Shop05,SHOP5.DLG,Unassigned,3,
Shop05,TETHTO.DLG,Unassigned,3,
Shop06,SHOP06.DLG,Unassigned,3,
Shop06,SHOP6.DLG,Unassigned,3,
Shop06,XZAR.DLG,Unassigned,3,
Shop06,XZARP.DLG,Unassigned,3,
Shop07,SHOP07.DLG,Unassigned,3,
Shop08,SHOP08.DLG,Unassigned,3,
Shop08,SHOP8.DLG,Unassigned,3,
Shth01,SHTH01.DLG,Unassigned,3,
Shth02,SHTH02.DLG,Unassigned,3,
Shth03,SHTH03.DLG,Unassigned,3,
Shth04,SHTH04.DLG,Unassigned,3,
Shth05,SHTH05.DLG,Unassigned,3,
Shth06,SHTH06.DLG,Unassigned,3,
Shthass1,SHTHASS1.DLG,Unassigned,3,
Shthdr01,SHTHDR01.DLG,Unassigned,3,
Shthlt01,SHTHLT01.DLG,Unassigned,3,
Shthlt02,SHTHLT02.DLG,Unassigned,3,
Shthoff1,SHTHOFF1.DLG,Unassigned,3,
Shthstor,SHTHSTOR.DLG,Unassigned,3,
Shugpr01,SHUGPR01.DLG,Unassigned,3,
Shvert,SHVERT.DLG,Unassigned,3,
Shvert,SLAVER4.DLG,Unassigned,3,
Sil,SIL.DLG,Unassigned,3,
Sirlot,SIRLOT.DLG,Unassigned,3,
Sirlot,UHINN02.DLG,Unassigned,3,
Skiep,SKIEP.DLG,Unassigned,3,
